BookID,Title,Author,Maktaba,Category,PageCount,ActionStatus
1,کفایت المفتی جلد 6,حضرت مولانا مفتی محمد کفایت اللہ دہلوی صاحب,Maktaba Jibreel (Mobile),155,458,DELETED (Duplicate of BookID #2320)
2,کفایت المفتی جلد 7,حضرت مولانا مفتی محمد کفایت اللہ دہلوی صاحب,Maktaba Jibreel (Mobile),155,369,DELETED (Duplicate of BookID #2320)
3,کفایت المفتی جلد 8,حضرت مولانا مفتی محمد کفایت اللہ دہلوی صاحب,Maktaba Jibreel (Mobile),155,411,DELETED (Duplicate of BookID #2320)
4,کفایت المفتی جلد 9,حضرت مولانا مفتی محمد کفایت اللہ دہلوی صاحب,Maktaba Jibreel (Mobile),155,473,DELETED (Duplicate of BookID #2320)
5,اصلی زینت,حضرت مولانا مفتی احمد ممتاز صاحب,Maktaba Jibreel (Mobile),630,31,REMAINING (Kept Primary)
6,خواتین کا اصلی زیور ستر اور پردہ ہے,حضرت مولانا مفتی احمد ممتاز صاحب,Maktaba Jibreel (Mobile),630,48,REMAINING (Kept Primary)
7,ڈیجیٹل تصویر اور ٹی وی چینل کے ذریعے تبلیغ کا حکم,حضرت مولانا مفتی احمد ممتاز صاحب,Maktaba Jibreel (Mobile),630,117,REMAINING (Kept Primary)
8,غیر سودی بینکاری ایک منصفانہ علمی جائزہ,حضرت مولانا مفتی احمد ممتاز صاحب,Maktaba Jibreel (Mobile),630,321,REMAINING (Kept Primary)
9,اسلامی بینکاری حضرات مجوزین کی تحریرات کے آئینے میں,حضرت مولانا مفتی احمد ممتاز صاحب,Maktaba Jibreel (Mobile),630,18,REMAINING (Kept Primary)
10,اسلام کی حقیقت اور سنت و بدعت کی وضاحت,حضرت مولانا مفتی احمد ممتاز صاحب,Maktaba Jibreel (Mobile),630,33,REMAINING (Kept Primary)
11,استخارہ و استشارہ کی اہمیت,حضرت مولانا مفتی احمد ممتاز صاحب,Maktaba Jibreel (Mobile),630,33,REMAINING (Kept Primary)
12,کپڑے موڑ کر ٹخنے کھلے رکھنے کا حکم,حضرت مولانا مفتی احمد ممتاز صاحب,Maktaba Jibreel (Mobile),630,32,REMAINING (Kept Primary)
13,مسائل رمضان المبارک,حضرت مولانا مفتی احمد ممتاز صاحب,Maktaba Jibreel (Mobile),630,65,REMAINING (Kept Primary)
14,مروجہ تجارتی کمپنیاں اور اسلامی شرکت و مضاربت,حضرت مولانا مفتی احمد ممتاز صاحب,Maktaba Jibreel (Mobile),630,87,REMAINING (Kept Primary)
15,مسلمان تاجر,حضرت مولانا مفتی احمد ممتاز صاحب,Maktaba Jibreel (Mobile),630,97,REMAINING (Kept Primary)
16,اسلام اور تربیت اولاد مکمل جلد 1,حضرت شیخ عبد اللہ ناصح علوان صاحب,Maktaba Jibreel (Mobile),20,597,REMAINING (Kept Primary)
17,امام اعظم رحمہ اللہ اور علم الحدیث,حضرت مولانا محمد علی صاحب صدیقی,Maktaba Jibreel (Mobile),3,813,REMAINING (Kept Primary)
18,تفسیر عثمانی جلد 1,حضرت مولانا شبیر احمد عثمانی صاحب,Maktaba Jibreel (Mobile),179,905,DELETED (Duplicate of BookID #20)
19,تفسیر عثمانی جلد 2,حضرت مولانا شبیر احمد عثمانی صاحب,Maktaba Jibreel (Mobile),179,877,DELETED (Duplicate of BookID #20)
20,تفسیر عثمانی جلد 3,حضرت مولانا شبیر احمد عثمانی صاحب,Maktaba Jibreel (Mobile),179,945,REMAINING (Kept Primary)
21,قرآن مجید 18 لائنوں والا تاج کمپنی,کلام رب العالمین,Maktaba Jibreel (Mobile),188,489,REMAINING (Kept Primary)
22,قرآن مجید 16 لائنوں والا عکسی تاج کمپنی,کلام رب العالمین,Maktaba Jibreel (Mobile),188,559,REMAINING (Kept Primary)
23,معارف القرآن مفتی محمد شفیع رحمہ اللہ جلد 1,حضرت مولانا مفتی محمد شفیع صاحب,Maktaba Jibreel (Mobile),181,703,DELETED (Duplicate of BookID #30)
24,معارف القرآن مفتی محمد شفیع رحمہ اللہ جلد 2,حضرت مولانا مفتی محمد شفیع صاحب,Maktaba Jibreel (Mobile),181,629,DELETED (Duplicate of BookID #30)
25,معارف القرآن مفتی محمد شفیع رحمہ اللہ جلد 3,حضرت مولانا مفتی محمد شفیع صاحب,Maktaba Jibreel (Mobile),181,633,DELETED (Duplicate of BookID #30)
26,معارف القرآن مفتی محمد شفیع رحمہ اللہ جلد 4,حضرت مولانا مفتی محمد شفیع صاحب,Maktaba Jibreel (Mobile),181,679,DELETED (Duplicate of BookID #30)
27,معارف القرآن مفتی محمد شفیع رحمہ اللہ جلد 5,حضرت مولانا مفتی محمد شفیع صاحب,Maktaba Jibreel (Mobile),181,663,DELETED (Duplicate of BookID #30)
28,معارف القرآن مفتی محمد شفیع رحمہ اللہ جلد 6,حضرت مولانا مفتی محمد شفیع صاحب,Maktaba Jibreel (Mobile),181,769,DELETED (Duplicate of BookID #30)
29,معارف القرآن مفتی محمد شفیع رحمہ اللہ جلد 7,حضرت مولانا مفتی محمد شفیع صاحب,Maktaba Jibreel (Mobile),181,817,DELETED (Duplicate of BookID #30)
30,معارف القرآن مفتی محمد شفیع رحمہ اللہ جلد 8,حضرت مولانا مفتی محمد شفیع صاحب,Maktaba Jibreel (Mobile),181,857,REMAINING (Kept Primary)
31,اعمال قرآنی تین حصے کامل,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),11,161,REMAINING (Kept Primary)
32,مسند امام احمد بن حنبل رحمہ اللہ مترجم اردو جلد 1,حضرت مولانا محمد ظفر اقبال صاحب,Maktaba Jibreel (Mobile),205,737,DELETED (Duplicate of BookID #41)
33,مسند امام احمد بن حنبل رحمہ اللہ مترجم اردو جلد 2,حضرت مولانا محمد ظفر اقبال صاحب,Maktaba Jibreel (Mobile),205,777,DELETED (Duplicate of BookID #41)
34,مسند امام احمد بن حنبل رحمہ اللہ مترجم اردو جلد 3,حضرت مولانا محمد ظفر اقبال صاحب,Maktaba Jibreel (Mobile),205,704,DELETED (Duplicate of BookID #41)
35,مسند امام احمد بن حنبل رحمہ اللہ مترجم اردو جلد 4,حضرت مولانا محمد ظفر اقبال صاحب,Maktaba Jibreel (Mobile),205,964,DELETED (Duplicate of BookID #41)
36,مسند امام احمد بن حنبل رحمہ اللہ مترجم اردو جلد 5,حضرت مولانا محمد ظفر اقبال صاحب,Maktaba Jibreel (Mobile),205,889,DELETED (Duplicate of BookID #41)
37,مسند امام احمد بن حنبل رحمہ اللہ مترجم اردو جلد 6,حضرت مولانا محمد ظفر اقبال صاحب,Maktaba Jibreel (Mobile),205,917,DELETED (Duplicate of BookID #41)
38,مسند امام احمد بن حنبل رحمہ اللہ مترجم اردو جلد 7,حضرت مولانا محمد ظفر اقبال صاحب,Maktaba Jibreel (Mobile),205,457,DELETED (Duplicate of BookID #41)
39,مسند امام احمد بن حنبل رحمہ اللہ مترجم اردو جلد 8,حضرت مولانا محمد ظفر اقبال صاحب,Maktaba Jibreel (Mobile),205,558,DELETED (Duplicate of BookID #41)
40,مسند امام احمد بن حنبل رحمہ اللہ مترجم اردو جلد 9,حضرت مولانا محمد ظفر اقبال صاحب,Maktaba Jibreel (Mobile),205,399,DELETED (Duplicate of BookID #41)
41,مسند امام احمد بن حنبل رحمہ اللہ مترجم اردو جلد 10,حضرت مولانا محمد ظفر اقبال صاحب,Maktaba Jibreel (Mobile),205,1071,REMAINING (Kept Primary)
42,مسند امام احمد بن حنبل رحمہ اللہ مترجم اردو جلد 11,حضرت مولانا محمد ظفر اقبال صاحب,Maktaba Jibreel (Mobile),205,652,DELETED (Duplicate of BookID #41)
43,مسند امام احمد بن حنبل رحمہ اللہ مترجم اردو جلد 12,حضرت مولانا محمد ظفر اقبال صاحب,Maktaba Jibreel (Mobile),205,425,DELETED (Duplicate of BookID #41)
44,معارف الحدیث جلد 1,حضرت مولانا منظور احمد نعمانی صاحب,Maktaba Jibreel (Mobile),206,177,DELETED (Duplicate of BookID #48)
45,معارف الحدیث جلد 2,حضرت مولانا منظور احمد نعمانی صاحب,Maktaba Jibreel (Mobile),206,217,DELETED (Duplicate of BookID #48)
46,معارف الحدیث جلد 3-4,حضرت مولانا منظور احمد نعمانی صاحب,Maktaba Jibreel (Mobile),206,461,REMAINING (Kept Primary)
47,معارف الحدیث جلد 5-6-7,حضرت مولانا منظور احمد نعمانی صاحب,Maktaba Jibreel (Mobile),206,577,REMAINING (Kept Primary)
48,معارف الحدیث جلد 8,حضرت مولانا منظور احمد نعمانی صاحب,Maktaba Jibreel (Mobile),206,453,REMAINING (Kept Primary)
49,احتساب قادیانیت جلد نمبر 1,حضرت مولانا لال حسین اختر صاحب,Maktaba Jibreel (Mobile),221,312,REMAINING (Kept Primary)
50,احتساب قادیانیت جلد نمبر 2,حضرت مولانا محمد ادریس کاندھلوی صاحب,Maktaba Jibreel (Mobile),221,544,REMAINING (Kept Primary)
51,احتساب قادیانیت جلد نمبر 3,حضرت مولانا حبیب اللہ امرتسری صاحب,Maktaba Jibreel (Mobile),221,545,REMAINING (Kept Primary)
52,احتساب قادیانیت جلد نمبر 4,حضرت مولانا محمد انور شاہ صاحب کشمیری,Maktaba Jibreel (Mobile),221,680,REMAINING (Kept Primary)
53,احتساب قادیانیت جلد نمبر 5,حضرت مولانا سید محمد علی مونگیری صاحب,Maktaba Jibreel (Mobile),221,528,REMAINING (Kept Primary)
54,احتساب قادیانیت جلد نمبر 12,حضرت مولانا بابو پیر بخش صاحب,Maktaba Jibreel (Mobile),221,529,REMAINING (Kept Primary)
55,احتساب قادیانیت جلد نمبر 14,حضرت مولانا نظام الدین صاحب,Maktaba Jibreel (Mobile),221,390,REMAINING (Kept Primary)
56,احتساب قادیانیت جلد نمبر 16,حضرت مولانا محمد علی جالندھری صاحب,Maktaba Jibreel (Mobile),221,576,REMAINING (Kept Primary)
57,احتساب قادیانیت جلد نمبر 17,حضرت مولانا عبد الغنی پٹیالوی صاحب,Maktaba Jibreel (Mobile),221,630,REMAINING (Kept Primary)
58,احتساب قادیانیت جلد نمبر 18,حضرت مولانا محمد منظور نعمانی صاحب,Maktaba Jibreel (Mobile),221,532,REMAINING (Kept Primary)
59,احتساب قادیانیت جلد نمبر 19,حضرت مولانا محمد ابراھیم میر سیالکوٹی صاحب,Maktaba Jibreel (Mobile),221,588,REMAINING (Kept Primary)
60,احتساب قادیانیت جلد نمبر 20,حضرت مولانا محمد مسلم عثمانی صاحب,Maktaba Jibreel (Mobile),221,640,REMAINING (Kept Primary)
61,احتساب قادیانیت جلد نمبر 21,حضرت مولانا انوار اللہ خان حیدر آبادی صاحب,Maktaba Jibreel (Mobile),221,600,REMAINING (Kept Primary)
62,احتساب قادیانیت جلد نمبر 22,حضرت مولانا ایم ایس خالد وزیر آبادی صاحب,Maktaba Jibreel (Mobile),221,461,REMAINING (Kept Primary)
63,احتساب قادیانیت جلد نمبر 23,حضرت مولانا ایم ایس خالد وزیر آبادی صاحب,Maktaba Jibreel (Mobile),221,587,REMAINING (Kept Primary)
64,احتساب قادیانیت جلد نمبر 24,حضرت مولانا عبد اللطیف مسعود صاحب,Maktaba Jibreel (Mobile),221,399,REMAINING (Kept Primary)
65,احتساب قادیانیت جلد نمبر 25,حضرت مولانا محمد عالم آسی امرتسری صاحب,Maktaba Jibreel (Mobile),221,449,REMAINING (Kept Primary)
66,احتساب قادیانیت جلد نمبر 26,حضرت مولانا محمد عالم آسی امرتسری صاحب,Maktaba Jibreel (Mobile),221,688,REMAINING (Kept Primary)
67,احتساب قادیانیت جلد نمبر 27,حضرت مولانا عبد الکریم مباہلہ صاحب,Maktaba Jibreel (Mobile),221,502,REMAINING (Kept Primary)
68,احتساب قادیانیت جلد نمبر 28,حضرت مولانا قاضی غلام گیلانی صاحب,Maktaba Jibreel (Mobile),221,684,REMAINING (Kept Primary)
69,سیرت مصطفی صلی اللہ علیہ و سلم جلد 3,حضرت مولانا محمد ادریس کاندھلوی صاحب,Maktaba Jibreel (Mobile),129,545,REMAINING (Kept Primary)
70,قربانی کے فضائل و مسائل,حضرت مولانا مفتی احمد ممتاز صاحب,Maktaba Jibreel (Mobile),630,37,REMAINING (Kept Primary)
71,خوشگوار ازدواجی زندگی (قرآن و سنت کی روشنی میں),حضرت مولانا شاہ حکیم محمد اختر صاحب,Maktaba Jibreel (Mobile),56,34,REMAINING (Kept Primary)
72,ملفوظات حکیم الامت جلد 16 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,281,REMAINING (Kept Primary)
73,ملفوظات حکیم الامت جلد 1 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,375,REMAINING (Kept Primary)
74,ملفوظات حکیم الامت جلد 2 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,385,REMAINING (Kept Primary)
75,ملفوظات حکیم الامت جلد 3 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,322,REMAINING (Kept Primary)
76,ملفوظات حکیم الامت جلد 4 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,353,REMAINING (Kept Primary)
77,ملفوظات حکیم الامت جلد 5 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,376,REMAINING (Kept Primary)
78,ملفوظات حکیم الامت جلد 6 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,432,REMAINING (Kept Primary)
79,ملفوظات حکیم الامت جلد 7 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,353,REMAINING (Kept Primary)
80,ملفوظات حکیم الامت جلد 8 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,361,REMAINING (Kept Primary)
81,ملفوظات حکیم الامت جلد 9 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,321,REMAINING (Kept Primary)
82,ملفوظات حکیم الامت جلد 10 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,368,REMAINING (Kept Primary)
83,ملفوظات حکیم الامت جلد 11 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,289,REMAINING (Kept Primary)
84,ملفوظات حکیم الامت جلد 12 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,232,REMAINING (Kept Primary)
85,ملفوظات حکیم الامت جلد 13 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,305,REMAINING (Kept Primary)
86,ملفوظات حکیم الامت جلد 14 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,270,REMAINING (Kept Primary)
87,ملفوظات حکیم الامت جلد 15 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,313,REMAINING (Kept Primary)
88,ملفوظات حکیم الامت جلد 17 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,321,REMAINING (Kept Primary)
89,ملفوظات حکیم الامت جلد 18 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,315,REMAINING (Kept Primary)
90,ملفوظات حکیم الامت جلد 19 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,402,REMAINING (Kept Primary)
91,ملفوظات حکیم الامت جلد 20 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,353,REMAINING (Kept Primary)
92,ملفوظات حکیم الامت جلد 21 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,377,REMAINING (Kept Primary)
93,ملفوظات حکیم الامت جلد 22 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,289,REMAINING (Kept Primary)
94,تشریحات ترمذی جلد 1,حضرت مولانا کمال الدین المسترشد صاحب,Maktaba Jibreel (Mobile),355,517,DELETED (Duplicate of BookID #99)
95,تشریحات ترمذی جلد 2,حضرت مولانا کمال الدین المسترشد صاحب,Maktaba Jibreel (Mobile),355,517,DELETED (Duplicate of BookID #99)
96,تشریحات ترمذی جلد 4,حضرت مولانا کمال الدین المسترشد صاحب,Maktaba Jibreel (Mobile),355,549,DELETED (Duplicate of BookID #99)
97,تشریحات ترمذی جلد 5,حضرت مولانا کمال الدین المسترشد صاحب,Maktaba Jibreel (Mobile),355,593,DELETED (Duplicate of BookID #99)
98,تشریحات ترمذی جلد 6,حضرت مولانا کمال الدین صاحب,Maktaba Jibreel (Mobile),355,593,DELETED (Duplicate of BookID #99)
99,تشریحات ترمذی جلد 7,حضرت مولانا کمال الدین صاحب,Maktaba Jibreel (Mobile),355,609,REMAINING (Kept Primary)
100,ملفوظات حکیم الامت جلد 23 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,553,REMAINING (Kept Primary)
101,ملفوظات حکیم الامت جلد 24 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,345,REMAINING (Kept Primary)
102,ملفوظات حکیم الامت جلد 25 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,281,REMAINING (Kept Primary)
103,ملفوظات حکیم الامت جلد 26 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,489,REMAINING (Kept Primary)
104,ملفوظات حکیم الامت جلد 27 - 28 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,558,REMAINING (Kept Primary)
105,ملفوظات حکیم الامت جلد 29 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,433,REMAINING (Kept Primary)
106,ملفوظات حکیم الامت جلد 30 - یونیکوڈ,حکیم الامت حضرت مولانا اشرف علی تھانوی صاحب,Maktaba Jibreel (Mobile),44,305,REMAINING (Kept Primary)
107,مبادی الاصول رنگین طبع مکتبۃ البشری,درس نظامی,Maktaba Jibreel (Mobile),363,57,REMAINING (Kept Primary)
108,تبلیغ دین  مترجم اردو ( یونیکوڈ ),مصنف امام غزالی مترجم مولانا عاشق الہی میرٹھی,Maktaba Jibreel (Mobile),17,316,REMAINING (Kept Primary)
109,ماہنامہ الفاروق شعبان المعظم 1435ھ,جامعہ فاروقیہ کراچی پاکستان,Maktaba Jibreel (Mobile),432,17,REMAINING (Kept Primary)
110,ماہنامہ دار العلوم دیوبند رجب 1435 ہجری مطابق مئی 2014ء,دار العلوم دیوبند الہند,Maktaba Jibreel (Mobile),94,9,REMAINING (Kept Primary)
111,ماہنامہ دار العلوم دیوبند ربیع الثانی 1435 ہجری مطابق فروری 2014ء,دار العلوم دیوبند الہند,Maktaba Jibreel (Mobile),94,6,REMAINING (Kept Primary)
112,ماہنامہ دار العلوم دیوبند جمادی الاولی 1435 ہجری مطابق مارچ 2014ء,دار العلوم دیوبند الہند,Maktaba Jibreel (Mobile),94,9,REMAINING (Kept Primary)
113,ماہنامہ دار العلوم دیوبند جمادی الثانیة 1435 ہجری مطابق اپریل 2014ء,دار العلوم دیوبند الہند,Maktaba Jibreel (Mobile),94,7,REMAINING (Kept Primary)
114,حلال و حرام,حضرت مولانا خالد سیف اللہ رحمانی صاحب,Maktaba Jibreel (Mobile),16,479,REMAINING (Kept Primary)
115,آپ کے مسائل اور ان کا حل جلد 1 - یونیکوڈ - غیر موافق للمطبوع,حضرت مولانا محمد یوسف لدھیانوی صاحب,Maktaba Jibreel (Mobile),439,446,REMAINING (Kept Primary)
116,آپ کے مسائل اور ان کا حل جلد 2 - یونیکوڈ - غیر موافق للمطبوع,حضرت مولانا محمد یوسف لدھیانوی صاحب,Maktaba Jibreel (Mobile),439,1500,REMAINING (Kept Primary)
117,آپ کے مسائل اور ان کا حل جلد 3 - یونیکوڈ - غیر موافق للمطبوع,حضرت مولانا محمد یوسف لدھیانوی صاحب,Maktaba Jibreel (Mobile),439,549,REMAINING (Kept Primary)
118,آپ کے مسائل اور ان کا حل جلد 4 - یونیکوڈ - غیر موافق للمطبوع,حضرت مولانا محمد یوسف لدھیانوی صاحب,Maktaba Jibreel (Mobile),439,459,REMAINING (Kept Primary)
119,آپ کے مسائل اور ان کا حل جلد 5 - یونیکوڈ - غیر موافق للمطبوع,حضرت مولانا محمد یوسف لدھیانوی صاحب,Maktaba Jibreel (Mobile),439,501,REMAINING (Kept Primary)
120,آپ کے مسائل اور ان کا حل جلد 6 - یونیکوڈ - غیر موافق للمطبوع,حضرت مولانا محمد یوسف لدھیانوی صاحب,Maktaba Jibreel (Mobile),439,463,REMAINING (Kept Primary)
121,آپ کے مسائل اور ان کا حل جلد 7 - یونیکوڈ - غیر موافق للمطبوع,حضرت مولانا محمد یوسف لدھیانوی صاحب,Maktaba Jibreel (Mobile),439,435,REMAINING (Kept Primary)
122,آپ کے مسائل اور ان کا حل جلد 8 - یونیکوڈ - غیر موافق للمطبوع,حضرت مولانا محمد یوسف لدھیانوی صاحب,Maktaba Jibreel (Mobile),439,482,REMAINING (Kept Primary)
123,آپ کے مسائل اور ان کا حل جلد 9 - یونیکوڈ - غیر موافق للمطبوع,حضرت مولانا محمد یوسف لدھیانوی صاحب,Maktaba Jibreel (Mobile),439,1500,REMAINING (Kept Primary)
124,آپ کے مسائل اور ان کا حل جلد 10 - یونیکوڈ - غیر موافق للمطبوع,حضرت مولانا محمد یوسف لدھیانوی صاحب,Maktaba Jibreel (Mobile),439,160,REMAINING (Kept Primary)
125,مفردات القرآن اردو جلد 1,امام راغب اصفہانی ۔ ترجمہ و حاشیہ محمد عبدہ فیرروز پوری صاحب,Maktaba Jibreel (Mobile),441,591,DELETED (Duplicate of BookID #126)
126,مفردات القرآن اردو جلد 2,امام راغب اصفہانی ۔ ترجمہ و حاشیہ محمد عبدہ فیرروز پوری صاحب,Maktaba Jibreel (Mobile),441,647,REMAINING (Kept Primary)
127,آئینہ قادیانیت ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا اللہ وسایا صاحب,Maktaba Jibreel (Mobile),632,177,REMAINING (Kept Primary)
128,ایک ہفتہ، حضرت شیخ الہند رحمہ اللہ کے دیس میں ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا اللہ وسایا صاحب,Maktaba Jibreel (Mobile),632,137,REMAINING (Kept Primary)
129,دعوت حفظ ایمان  ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا اللہ وسایا صاحب,Maktaba Jibreel (Mobile),632,398,REMAINING (Kept Primary)
130,فتاوی ختم نبوت - یونیکوڈ - غیر موافق للمطبوع,حضرت مولانا اللہ وسایا صاحب,Maktaba Jibreel (Mobile),625,350,REMAINING (Kept Primary)
131,فراق یاراں ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا اللہ وسایا صاحب,Maktaba Jibreel (Mobile),632,196,REMAINING (Kept Primary)
132,معلومات ختم نبوت (سوالا جوابا)  ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا اللہ وسایا صاحب,Maktaba Jibreel (Mobile),632,104,REMAINING (Kept Primary)
133,ختم نبوت کے مختلف رسائل ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا اللہ وسایا صاحب,Maktaba Jibreel (Mobile),632,317,REMAINING (Kept Primary)
134,ختم نبوت کے متفرق رسائل  ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا اللہ وسایا صاحب,Maktaba Jibreel (Mobile),632,132,REMAINING (Kept Primary)
135,قادیانیوں سے فیصلہ کن مناظرہ ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا اللہ وسایا صاحب,Maktaba Jibreel (Mobile),632,206,REMAINING (Kept Primary)
136,عقیدہ ختم نبوت اور قران مجید کا اسلوب بیان ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا اللہ وسایا صاحب,Maktaba Jibreel (Mobile),632,157,REMAINING (Kept Primary)
137,رسائل مرزا  ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا اللہ وسایا صاحب,Maktaba Jibreel (Mobile),632,403,REMAINING (Kept Primary)
138,شناخت مجدد ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا اللہ وسایا صاحب,Maktaba Jibreel (Mobile),632,112,REMAINING (Kept Primary)
139,تذکرہ خواجۂ خواجگان ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا اللہ وسایا صاحب,Maktaba Jibreel (Mobile),632,251,REMAINING (Kept Primary)
140,یاد دلبراں ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا اللہ وسایا صاحب,Maktaba Jibreel (Mobile),632,142,REMAINING (Kept Primary)
141,احتساب قادیانیت جلد 14 ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا نظام الدین صاحب,Maktaba Jibreel (Mobile),442,290,REMAINING (Kept Primary)
142,احتساب قادیانیت جلد 16 ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا نظام الدین صاحب,Maktaba Jibreel (Mobile),442,422,REMAINING (Kept Primary)
143,احتساب قادیانیت جلد 17 ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا نظام الدین صاحب,Maktaba Jibreel (Mobile),442,463,REMAINING (Kept Primary)
144,احتساب قادیانیت جلد 18 ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا نظام الدین صاحب,Maktaba Jibreel (Mobile),442,425,REMAINING (Kept Primary)
145,احتساب قادیانیت جلد 19 ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا نظام الدین صاحب,Maktaba Jibreel (Mobile),442,451,REMAINING (Kept Primary)
146,احتساب قادیانیت جلد 20 ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا نظام الدین صاحب,Maktaba Jibreel (Mobile),442,604,REMAINING (Kept Primary)
147,احتساب قادیانیت جلد 21 ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا نظام الدین صاحب,Maktaba Jibreel (Mobile),442,377,REMAINING (Kept Primary)
148,احتساب قادیانیت جلد 22 ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا نظام الدین صاحب,Maktaba Jibreel (Mobile),442,342,REMAINING (Kept Primary)
149,احتساب قادیانیت جلد 23 ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا نظام الدین صاحب,Maktaba Jibreel (Mobile),442,463,REMAINING (Kept Primary)
150,احتساب قادیانیت جلد 24 ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا نظام الدین صاحب,Maktaba Jibreel (Mobile),442,527,REMAINING (Kept Primary)
151,احتساب قادیانیت جلد 25 ۔ غیر موافق للمطبوع - یونیکوڈ,حضرت مولانا نظام الدین صاحب,Maktaba Jibreel (Mobile),442,351,REMAINING (Kept Primary)
